Video URL;Title;Brief Description;Date uploaded;Member Only;Collection;Resource Type;Bone;Cardiovascular;Careers;Coding & HRGs;Diagnostics;Educational;Endocrinology;Equipment;Gastro;Haematology;Infection;Lung;Management;Management and Workforce;Molecular Radiotherapy;Neurology;Oncology;Paediatrics;PET and PET-CT;Physics – dosimetry;Physics – imaging science;Physics – radiation protection;Radiopharmaceutical Development;Radiopharmacy;Renal;Therapeutic;Thyroid;Training;Working in NM
https://www.youtube.com/watch?v=sNctsyoAbPQ&list=PLjFEVVfFws0QqfRrpSUsBn0cQGM-Yds_M;Vox Pops Miss Cate Gascoigne, Clinical Scientist, Nuclear Medicine/Medical Physics and Clinical Eng.;"We asked members of staff from Singleton Hospital, Swansea ""How has Covid-19 affected you professionally and personally?""
Thank you to Dr Victoria Trainer, Cate Cascoigne, Tanya Silva and Andreia Amaro.
Also to Swansea Bay University Healthboard, the staff at Singleton Hospital and Mr John Lewis, Chief Clinical Technologist, cameraman, director and interviewer."; 9 Dec 2020;No;Working in NM;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
https://www.youtube.com/watch?v=gxpzQz_6Uiw&list=PLjFEVVfFws0QqfRrpSUsBn0cQGM-Yds_M&index=3;Vox Pops Dr Victoria Trainer, Consultant Radiologist, Nuclear Med./Medical Physics and Clinical Eng;"We asked members of staff from Singleton Hospital, Swansea ""How has Covid-19 affected you professionally and personally?""
Thank you to Dr Victoria Trainer, Cate Cascoigne, Tanya Silva and Andreia Amaro.
Also to Swansea Bay University Healthboard, the staff at Singleton Hospital and Mr John Lewis, Chief Clinical Technologist, cameraman, director and interviewer.
If you would like your nuclear medicine department to take part in a Voxpop please contact SEC@bnms.org.uk"; 9 Dec 2020;No;Working in NM;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
youtube.com/watch?v=AAh6CujIMVo&list=PLjFEVVfFws0QqfRrpSUsBn0cQGM-Yds_M&index=3&pp=gAQBiAQB0gcJCZEKAYcqIYzvsAgC;Vox Pops Miss Andreia Amaro and Miss Tania Silva;"Miss Andreia Amaro, Chief Clinical Technologist and Miss Tania Silva, Senior Clinical Technologist, Nuclear Medicine/Medical Physics and Clinical Engineering.
We asked members of staff from Singleton Hospital, Swansea ""How has Covid-19 affected you professionally and personally?""
Thank you to Dr Victoria Trainer, Cate Cascoigne, Tanya Silva and Andreia Amaro.
Also to Swansea Bay University Healthboard, the staff at Singleton Hospital and Mr John Lewis, Chief Clinical Technologist, cameraman, director and interviewer.
If you would like your nuclear medicine department to take part in a Voxpop please contact SEC@bnms.org.uk";Dec-20;No;Working in NM;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
https://www.youtube.com/watch?v=4nPxiTOfcK0&list=PLjFEVVfFws0TTBASQU6kV_96r4UqTNqfA;BNMS - Bones 1;Internationally renowned teacher and practitioner, Professor John Buscombe from Cambridge, gives his first talk on bone scintigraphy. This is part of an overall introduction to the clinical utility of modern bone scanning, showing excellent clinical cases and reviewing up to date scientific data which underpins high quality imaging;15-Feb-21;No;Working in NM;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=zmUIMg4beXY&list=PLjFEVVfFws0TTBASQU6kV_96r4UqTNqfA&index=3;BNMS Talk - Bones 2;Internationally renowned teacher and practitioner, Professor John Buscombe from Cambridge, gives his second talk on bone scintigraphy. This is part of an overall introduction to the clinical utility of modern bone scanning, showing excellent clinical cases and reviewing up to date scientific data which underpins high quality imaging.;Feb-21;No ;Working in NM;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=AfppkSYFgYg&list=PLjFEVVfFws0TTBASQU6kV_96r4UqTNqfA&index=3;Bone Scan;This video shows what people may experience when they are having a bones scan;Jun-15;No ;Working in NM;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=vcCzgodegyE&list=PLjFEVVfFws0TUHKL0u-5E6zxcdxksSQn0&index=2;BNMS - FDG Brain positioning;A small presentation from Dr Simon Hughes on simple implementable standards for PETCT scanning staff acquiring FDG brain imaging. Four quality standards are proposed to check if the brain scan needs to be repeated by this experienced team from the UK.;Jun-21;No ;Working in NM;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=Zg8r5UCKsx4&list=PLjFEVVfFws0TshdBQ1exGgvT3rMCJDxaj&index=2;BNMS Talk - Oncology 2;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=ov6JPzpXSRw&list=PLjFEVVfFws0TshdBQ1exGgvT3rMCJDxaj&index=3;BNMS Talk - Oncology 1;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=lVGwgFoggXk&list=PLjFEVVfFws0TshdBQ1exGgvT3rMCJDxaj&index=4;Prof John Buscombe - SPECT-CT tumour;In this talk we review the use of SPECT-CT in tumour imaging including somatostatin receptor imaging, thyroid cancer, sentinel mode localisation and Tc-99m PSMA and Bombesin in prostate cancer;20-Dec-21;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=7pjtQmiTHCM&list=PLjFEVVfFws0TshdBQ1exGgvT3rMCJDxaj&index=5;Prof John Buscombe - PET and cancer cell function;In this lecture we look at what are the key factors in controlling cancer cell function and how this can be interrogated with different PET agents;20-Dec-21;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=VXvtxs0jA-0&list=PLjFEVVfFws0TshdBQ1exGgvT3rMCJDxaj&index=6;Prof John Buscombe - PET imaging in NET;In this lecture we look primarily at DOTATATE PET with some information on the use FDG imaging PET and DOPAmine PET; 20 Dec 2021;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=oGzSJqWJevA&list=PLjFEVVfFws0TshdBQ1exGgvT3rMCJDxaj&index=7;Prof John Buscombe - Prostate PET;Though PET imaging is thought to be just PSMA PET, there are other agents used including sodium fluoride, choline PET and fluciclovine; 20 Dec 2021;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=XmReanOIhL4&list=PLjFEVVfFws0TshdBQ1exGgvT3rMCJDxaj&index=8;Prof John Buscombe - SPECT-CT;A review of the uses of SPECT-CT in a range of nuclear medicine scans;  20 Dec 2021;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=1vnHd26UgO4&list=PLjFEVVfFws0SbDQE3vvbJ2CNOLQNnIZwc;Prof John Buscombe - SPECT- CT MSK;We look at the uses of SPECT-CT in bone and joint disease from head to toe literally and loom at new advances such as XSPECT; 20 Dec 2021;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=4njp7m8RZXU&list=PLjFEVVfFws0SYLsFs2iYBzRQ6vw-EwlSb;BNMS Talk - Cardiac 1;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;No ;Working in NM;Videos;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=gL4b1UsAjHA&list=PLjFEVVfFws0SYLsFs2iYBzRQ6vw-EwlSb&index=3;BNMS Talk - Cardiac 2;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
youtube.com/watch?v=F0PRrn9RLEg&list=PLjFEVVfFws0Qw0l0fDwGB4frsaSZWMB4W&pp=gAQBsAgC;BNMS Talk - Renal;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
https://www.youtube.com/watch?v=lRlqbYZ_tfQ&list=PLjFEVVfFws0TwPgeXpMorAQXnSHNbLIxy;Prof John Buscombe - Imaging Epilepsy and degenerative brain disease;In this talk we review the use of brain perfusion SPECT in epilepsy and then look at PET in dementia concentrating on the patterns seen with FDG and the use of tau, amyloid and TSPO imaging in dementia. The last session looks at Parkinson's plus diseases;Dec-21;No ;Working in NM;Videos;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
youtube.com/watch?v=mw0nUldo0Tg&list=PLjFEVVfFws0SlnJJoWgwNKf9dhCIGeDpA&pp=gAQBsAgC;BNMS Talk - GIT;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;No ;Working in NM;Videos;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=5JnQhR-VIXA&list=PLjFEVVfFws0Toh0YVorx6fy9XHXnaZ1tP;BNMS Talk - Endocrinology;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;No ;Working in NM;Videos;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=kSZrU-TCpaU&list=PLjFEVVfFws0Toh0YVorx6fy9XHXnaZ1tP&index=2;Prof John Buscombe - Hybrid imaging of endocrine disease;"Looks at the use of SPECT-CT and PET-CT in parathyroid disease
PET-CT in adrenal tumours and pituitary tumours";Dec-21;No ;Working in NM;Videos;;;;;;;X;;;;X;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=HKkgIIv1SJ4&list=PLjFEVVfFws0QTOQDjhquOiAp-ZpbDXNaH&index=1&pp=gAQBiAQBsAgC;BNMS Talk - Infection;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;No ;Working in NM;Videos;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=RTyN6ur3_bE&list=PLjFEVVfFws0QTOQDjhquOiAp-ZpbDXNaH&index=4;Prof John Buscombe - Alphas and skin treatment;In this lecture we look at the emerging field of therapies with alpha emitters including Radium-223 and Ac-225 PSMA. The last section concerns the use of Rhenium pasts in non-,melanoma skin cancers;Dec-21;No ;Working in NM;Videos;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=0WVFt4-4W1I&list=PLjFEVVfFws0R61IYPhnlSDFMZB89LbekO;BNMS Talk - Paediatric NM;This BNMS talk is presented by Dr John Buscombe, BNMS President.;Feb-21;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;
https://www.youtube.com/watch?v=9NLAJq2XNiI&list=PLjFEVVfFws0RKxtZSvxsJ_PvDWVfyCLGU;From design to radiolabelling - understanding the radiochemistry;"Dr Julia Blower and Ms Joana Do Mar Machado, King's College London
From the BNMS Virtual Spring Meeting 2021 on 18th & 19th May";Feb-22;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=UtM7hxFIuZk&list=PLjFEVVfFws0RKxtZSvxsJ_PvDWVfyCLGU&index=2;From radiochemistry to first images - in vitro and in vivo testing;"Ms Ines Costa and Dr Jennifer Young, School of Biomedical Engineering and
Imaging Sciences, King's College London
From the BNMS Virtual Spring Meeting 2021 on 18th & 19th May";Feb-22;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=Uqe8B5SuXWc&list=PLjFEVVfFws0RKxtZSvxsJ_PvDWVfyCLGU&index=3;From lab to radiopharmacy - translating to the clinic;"Mrs Victoria Gibson, Guy's & St Thomas NHS Foundation Trust, London and Ms Pei-San Chan, Royal Free London NHS Foundation Trust
From the BNMS Virtual Spring Meeting 2021 on 18th & 19th May"; 4 Feb 2022;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=TIFhWS86UDU&list=PLjFEVVfFws0RKxtZSvxsJ_PvDWVfyCLGU&index=4;Overcoming the challenges of reaching the bedside;Dr Jane Sosabowski, Barts Cancer Institute, Queen Mary University of London and Dr Maggie Cooper, School of Biomedical Engineering and Imaging Sciences, King's College London; 4 Feb 2022;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=a2Zv391fAR4&list=PLjFEVVfFws0T-DgL-i2RzOQla2cSs95T9;Welcome to BNMS Spring Meeting 2022 - From Dr Brent Drake and Prof Richard Graham;"This is a welcome video for the BNMS Spring Meeting 2022 taking place in Glasgow from the 16th - 18th May 2022.
Find out more below
https://www.bnms.org.uk/page/BNMSSpri.."; 21 Mar 2022;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=Xm0FbjrfVwo&list=PLjFEVVfFws0T-DgL-i2RzOQla2cSs95T9&index=2;FDG PET in uncommon lymphomas - Dr Simon Hughes;Dr Simon Hughes gives a recording of his lecture from the BNMS Spring Meeting in Glasgow in 2022 on the recent data of FDG PET scanning in more uncommon lymphomas - including Burkitt’s lymphoma, Mantle cell lymphoma (MCL), Post transplant lymphoproliferative disorder (PTLD), Peripheral T cell lymphoma (PTCL), Cutaneous T cell lymphoma (CTCL). This was a lecture given as part of the excellent lymphoma session at this conference. ;Sep-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=NMhHcalzRy8&list=PLjFEVVfFws0T-DgL-i2RzOQla2cSs95T9&index=3;BNMS Highlights Lecture, Dr Charlotte Fowler and Prof Phil Blower final;"This is the BNMS Highlights Lecture given by Dr Charlotte Fowler from Guy’s and St Thomas NHS FT and Prof Phil Blower from St Thomas' Hospital at the BNMS Annual Spring Meeting 2022 held at the SEC Glasgow
Visit the BNMS website to find out more";8-Jul-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=a0gi3iH-qsQ&list=PLjFEVVfFws0T-DgL-i2RzOQla2cSs95T9&index=4;BNMS Annual Lecture, Prof Valerie Lewington;"This is the BNMS Annual Lecture on the subject of 'Molecular radiotherapy: Thinking allowed' given by Prof Valerie Lewington, King’s College London at the BNMS Annual Spring Meeting 2022 held at the SEC, Glasgow
Visit the BNMS website to find out more"; 20 Jun 2022;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=yR5DUiLMnXQ&list=PLjFEVVfFws0T-DgL-i2RzOQla2cSs95T9&index=5;Theranostics for Cancer Imaging & Therapy - Prof Jason Lewis;"This talk was given by Prof Jason Lewis from Memorial Sloan Kettering Cancer Center, New York, USA at the BNMS Annual Spring Meeting 2022 held at the SEC, Glasgow
Visit the BNMS website to find out more";Jun-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=59EE9eXUXIA&list=PLjFEVVfFws0T-DgL-i2RzOQla2cSs95T9&index=6;BNMS Poster Highlights - Dr Stewart Redman;"This is the BNMS Poster Highlights from Dr Stewart Redman from the Royal United Hospital, Bath given at the BNMS Annual Spring Meeting 2022 at the SEC, Glasgow
Visit the BNMS website to find out more";Jun-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=37PW7LSZL_k&list=PLjFEVVfFws0T-DgL-i2RzOQla2cSs95T9&index=7;PET guided response in lymphoma: the evidence base - Prof Sally Barrington;"This talk was given by Prof Sally Barrington from King's College London and
Guy's and St Thomas' PET Centre
 at the BNMS Annual Spring Meeting 2022 held at the SEC, Glasgow
Visit the BNMS website to find out more"; 6 Jul 2022;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=yHo5yZ3ijgo&list=PLjFEVVfFws0R2Dp_tOJv6KSBqX8RWlaqf;Hybrid Imaging & Therapy Unit The Wellington Hospital;"Submission for the BNMS Innovative Prize of the Year Award 2022 
If you are interested in submitting for the Innovative Prize of the Year Award 2023 click here https://www.bnms.org.uk/page/Innovati...
Find out more about the BNMS here https://www.bnms.org.uk/";Apr-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=OOzEk6Oa9GE&list=PLjFEVVfFws0R2Dp_tOJv6KSBqX8RWlaqf&index=2;Nottingham Nuclear Medicine Department;"Submission for the BNMS Innovative Prize of the Year Award 2022 
If you are interested in submitting for the Innovative Prize of the Year Award 2023 click here https://www.bnms.org.uk/page/Innovati...
Find out more about the BNMS here https://www.bnms.org.uk/";Apr-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=RX3QQEvsJtk&list=PLjFEVVfFws0R2Dp_tOJv6KSBqX8RWlaqf&index=3;University College London Hospitals NHS Trust;"Submission for the BNMS Innovative Prize of the Year Award 2022 
If you are interested in submitting for the Innovative Prize of the Year Award 2023 click here https://www.bnms.org.uk/page/Innovati...
Find out more about the BNMS here https://www.bnms.org.uk/";Apr-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=q3yUYSo53do&list=PLjFEVVfFws0Q1yGk50PVvIwXdbPUm5idU;King's College London & Guy's and St Thomas' PET centre;"Submission for the BNMS Innovative Prize of the Year Award 2019 
If you are interested in submitting for the Innovative Prize of the Year Award 2023 click here https://www.bnms.org.uk/page/Innovati... 
Find out more about the BNMS here https://www.bnms.org.uk/"; 17 Jun 2022;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=xXvyZl2H77w&list=PLjFEVVfFws0Q1yGk50PVvIwXdbPUm5idU&index=2;The Hillingdon Hospitals NHS Foundation Trust;"Submission for the BNMS Innovative Prize of the Year Award 2019 
If you are interested in submitting for the Innovative Prize of the Year Award 2023 click here https://www.bnms.org.uk/page/Innovati...
Find out more about the BNMS here https://www.bnms.org.uk/"; 17 Jun 2022;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=xUOTZMep8w8&list=PLjFEVVfFws0Q1yGk50PVvIwXdbPUm5idU&index=3;University Hospital Southampton video;"Submission for the BNMS Innovative Prize of the Year Award 2019 
If you are interested in submitting for the Innovative Prize of the Year Award 2023 click here https://www.bnms.org.uk/page/Innovati...
Find out more about the BNMS here https://www.bnms.org.uk/";Jun-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=ansKL5TIZoY&list=PLjFEVVfFws0S-xPO8kOjZ3g3O-bTxyb1t;How do MRI, CT, Gamma Camera and LINAC work? - Building Block Demonstration;"Building Block Set of Scanners (MRI, CT Scanner, Gamma Camera, LINAC)
Whether you're a Lego enthusiast or simply interested in learning more about these fascinating machines, this video is perfect for you. Join us as we dive into the intricate world of medical technology and discover how these scanners work in real life.
From MRI to CT scanners, Gamma Cameras, and even LINAC.
So grab your bricks and let's get started on this exhilarating journey to become a master builder of medical imaging equipment. 
#littlelinac #MRI #Gammacamera #ctscan #ctscanner #linac #radioactivity #radioactive #imaging #diagnostic #treating
The used building block set was designed by IPEM (Institute of Physics and Engineering in Medicine). 
You are welcomed to subscribe to our channel ‪@radioactivestuff2837‬";Oct-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=mdEJWne9z-Q&list=PLjFEVVfFws0S-xPO8kOjZ3g3O-bTxyb1t&index=2;Radiolabelling: What is it? Why does it matter?;"Radiolabelling: What is it? Why does it matter?

This video got the 2nd prize for the Society of Radiopharmaceutical sciences public engagement video competition at the international symposium of radiopharmaceutical sciences in France in 2022";Jun-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=MZKJMt2OONA&list=PLjFEVVfFws0S5CSCFEq_8E7Etc4b3hd_C;Nuclear Medicine | RFLNMA | Pitfalls in Bone Imaging;"This lecture was originally given as part of the Royal Free London Nuclear Medicine Academy by Dr Arum Parthipun, Consultant Radionuclide Radiologist.

The talk covers artefacts, normal variants and pitfalls in interpreting planar whole body bone scans. The talk is aimed at nuclear medicine technologists and nuclear medicine trainees who are learning bone scan imaging."; 8 May 2021;No ;Events;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=EcYV32OnNXo&list=PLjFEVVfFws0S5CSCFEq_8E7Etc4b3hd_C&index=2;Nuclear Medicine | SPECT-CT | Extremities;"This is a presentation aimed at radiologists, nuclear medicine physicians and nuclear medicine technologists interested in performing bone SPECT-CT scans for the extremities (feet & ankles and wrists). 

Learning objectives for this presentation:
-Acquisition parameters
-Reconstruction techniques
-Understand relevant anatomy of foot and ankle
-Pathology of foot and ankle
-SPECT-CT of wrist
If you want to learn more about nuclear medicine and SPECT-CT scans please subscribe to this channel and visit:
www.nucearmedicineblog.com"; 2 Dec 2020;No ;Events;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=uhX-87i944w&list=PLjFEVVfFws0S5CSCFEq_8E7Etc4b3hd_C&index=3;Nuclear Medicine | Bone SPECT-CT | Spine;This is a lecture on performing bone SPECT-CT imaging of the spine. I cover the main clinical benefits of performing bone SPECT-CT and include some tips on interpreting imaging on both pre- and post-operative spine.; 22 Nov 2020;No ;Events;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=T5bq4efztSQ&list=PLjFEVVfFws0S5CSCFEq_8E7Etc4b3hd_C&index=4;Nuclear Medicine | Bone SPECT-CT | Hips;"This is a lecture on bone SPECT-CT of the hips. I discuss imaging techniques and I go through how to report bone SPECT-CT scans of the hips. 

If you want to find out more about SPECT-CT imaging, check out www.nuclearmedicineblog.com.";Nov-20;No ;Events;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=H58PasckwgI&list=PLjFEVVfFws0S5CSCFEq_8E7Etc4b3hd_C&index=5;Nuclear Medicine | Bone SPECT-CT | Knee;"This is a talk I have given on SPECT-CT of the knees. I go through tips on improving image acquisitions, how I report knee SPECT-CT scans and some cases.
To find out more about bone SPECT-CT check out www.nuclearmedicineblog.com";  22 Nov 2020;No ;Events;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=G1jPLjFMwLw&list=PLjFEVVfFws0S5CSCFEq_8E7Etc4b3hd_C&index=6;Nuclear Medicine | SPECT-CT | Dr Arum Parthipun | SPECT-CT Bone Scan - Knee Replacement;"In this podcast we are looking at one of the most common and valuable uses of SPECT/CT; the painful knee replacement, Dr Arum Parthipun is a highly experienced Radiologist from the Royal Free London NHS Foundation Trust, UK. We spoke at the world federation of nuclear medicine and biology meeting in Melbourne.

--------------------
If you want to learn about ""spect ct bone scan"" , please visit: 👉 http://nuclearmedicineblog.com/Our video is showing ""spect ct bone scan"" topic valuable information but we try to cover the subjects:
-spect ct bone scan safe
-spect ct bone scan
-bone scans
We have actually accumulated all the knowledge and experience from specialists regarding spect ct bone scan, so please continue reading and enjoying this video spect-ct bone scan.
";  8 Nov 2020;No ;Events;Videos;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=35o-655mfYQ&list=PLjFEVVfFws0TavtB9ttD3ypjO-fp0KYbB;Experts walk through of AD Cases - Dr Simon Hughes;"Expert walk through of reporting FDG PETCT in Alzheimer's disease. 
Part 1. This is a version of the Lecture given by Dr Simon Hughes in the BNMS/Royal Free NM Academy Neuroimaging Study Day in September 2022.

This lecture gives a detailed description of how to review the FDG PETCT in early assessment of the fatal brain disease of Alzheimer's disease (AD). 

This lecture builds on the previous 3 lectures available on the BNMS YouTube channel given by Dr Hughes.  There will be an additional Part 2 uploaded soon - examples of FDG PETCT in AD not seen during the study day."""; 14 Dec 2022;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=G9qciHMg-IU&list=PLjFEVVfFws0TavtB9ttD3ypjO-fp0KYbB&index=2;Acquisition & Reconstruction of FDG Brain PET CT - Dr Simon Hughes;"Lecture on ""Acquisition and Reconstruction of FDG PETCT brain imaging"".
This is an extended version of the lecture given in the BNMS/Royal Free NM Academy Neuroimaging Study day in September 2022. The lecture by Dr Simon Hughes looks at why you might want to image dementia, how to deliver and check for high quality imaging and how to provide reliable, consistent and high quality reports to the referring team.";Oct-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=SuXo-AVS818&list=PLjFEVVfFws0TavtB9ttD3ypjO-fp0KYbB&index=3;Evidence for FDG brain in AD - Dr Simon Hughes;Review of the Evidence to Support Use of FDG PETCT in Alzheimer's Disease. This is an extended version of the Lecture given by Dr Simon Hughes in the BNMS/Royal Free NM Academy Neuroimaging Study Day in September 2022. This lecture reviews the extensive evidence to use and accuracy of FDG in the early assessment of the fatal brain disease of Alzhiemer's disease;Oct-22;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=lVZ3NicZ3bo&list=PLjFEVVfFws0TavtB9ttD3ypjO-fp0KYbB&index=4;FDG PET brain in non-Alzheimer's dementia - Dr Teresa Szyszko;This is an extended version of the Lecture given by Dr Teresa Szyszko in the BNMS/Royal Free NM Academy Neuroimaging Study Day in September 2022.; 19 Oct 2022;No ;Events;Videos;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
https://www.youtube.com/watch?v=uYr4oEf5hhg&list=PLjFEVVfFws0TavtB9ttD3ypjO-fp0KYbB&index=5;Pathophysiology of Alzheimer’s Dementia - Dr Simon Hughes;Review of the Pathology of Alzheimer's Disease and how this interacts with the FDG imaging. This is an extended version of the Lecture given by Dr Simon Hughes in the BNMS/Royal Free NM Academy Neuroimaging Study Day in September 2022. This lecture reviews the extensive evidence to use and accuracy of FDG in the early assessment of the fatal brain disease of Alzhiemer's disease.; 14 Nov 2022;No ;Events;Videos;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
https://www.youtube.com/watch?v=vQwfZKCJ2ZQ&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN;Neuroblastoma treatment for children at the Molecular Radiotherapy Service;"What happens during radiotherapy for cancer? Children who need to undergo molecular radiotherapy treatment for neuroblastoma will feel anxious and they and their families will want to see what is going to happen in hospital. ‪@WWCIHCharity‬ has made a video to show children and parents what happens at the Molecular Radiotherapy Service, the SMaRT centre, in Glasgow. After receiving the radioactive treatment, children have to stay in isolation in their hospital room for several day. Parents can stay in a room next to the child and see their child through the window and talk to them using the intercom. Parents can bring their child food and will learn how to check for radiation levels. A scan is used to check the treatment and decide if the child can be discharged home. 

The video was made by Powellite Impact for the charity What? Why? Children in Hospital and the music used in this video is Science by SunMusic23 licensed from Pond5."; 19 May 2025;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
