id,name,Type,Country,Region,Town/city,Website,Invoicing Address,Invoicing Email,Email,Phone,Site code,Parent code
08fcc1f7-f2e2-41d6-8dbc-bf5c07b4b841,Leceister Royal Infirmary,Public hospital or clinical site,United Kingdom,East Midlands,Leicester,https://www.uhleicester.nhs.uk/services/imaging-service/medical-physics/nuclear-medicine/?utm_source=chatgpt.com,"Leceister Royal Infirmary, Leicester, Leicestershire, LE1 5WW, United Kingdom",,,0116 258 5267,,RWE
a97a6d95-e578-44f7-9002-033af0ca4ee8,Leeds General Infirmary,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Leeds,https://www.leedsth.nhs.uk/services/radiology/contact-us/,"Great George Street, Woodhouse, Leeds, West Yorkshire, LS1 3EX, United Kingdom",,,0113 392 5473,,RR8
a923f6fd-e3ec-4324-877f-5567650d26eb,Lincoln County Hospital,Public hospital or clinical site,United Kingdom,East Midlands,Lincoln,http://www.kingstonhospital.nhs.uk/,"Roman Pavement, St. Giles, Lincoln, Lincolnshire, LN2 5QY, United Kingdom",,,01522 573013,RJL50,RWD
763fd21d-a9e9-4153-b143-958a0dcf5cff,Lister Hospital,Public hospital or clinical site,United Kingdom,East of England,Stevenage,http://www.ulh.nhs.uk,"Coreys Mill Lane, Fishers Green, Stevenage, Hertfordshire, SG1 4AB, United Kingdom",,,01438 284859,,RWH
a6f386bd-3821-4a56-84ab-97c7d46c5f68,London Bridge Hospital,Private hospital or imaging centre,United Kingdom,South Thames,Greater London,,"Tooley Street, The Borough, Greater London, SE1 2PR, United Kingdom",,,,,
11237f87-9b4c-4567-b7e5-7287c8e08546,Luton and Dunstable Hospital,Public hospital or clinical site,United Kingdom,East of England,Luton,,"Emergency Vehicles ONLY, Lewsey Farm, Luton, Bedfordshire, LU4 0DZ, United Kingdom",,,01582 497 485,,RC9
83b9c5ca-79a3-4bc0-bed3-f705cd1b5759,Maidstone Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Maidstone,,"Tosca Drive, Barming Heath, Maidstone, Kent, ME16 9QQ, United Kingdom",,,01622 225047,,RWF
1b533469-2582-4b92-a86b-812b2d7d41bf,Manchester Royal Infirmary,Public hospital or clinical site,United Kingdom,North West,Manchester,https://mft.nhs.uk,"Upper Brook Street, Chorlton-on-Medlock, Manchester, Greater Manchester, M13 9WL, United Kingdom",,,01612766245,,R0A
c0a1200e-c752-4966-9c70-34017273ab9c,Manor Hospital Walsall,Public hospital or clinical site,United Kingdom,West Midlands,Walsall,,"Moat Road, Walsall, West Midlands, WS2 9PS, United Kingdom",,,,,RBK
2a7910a2-42d5-4dc3-82ce-d98a4cfe5a81,Medway Maritime Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Gillingham,http://www.medway.nhs.uk/for-patients/patient-information/nuclear-medicine/,"Windmill Road, Sally Port Gardens, Gillingham, Kent, ME7 5NY, United Kingdom",,,01634 833899,RPA02,RPA
9c6835b0-c3be-4aa9-bbba-c8408eea6ab2,Midland Metropolitan University Hospital,Public hospital or clinical site,United Kingdom,West Midlands,Sandwell,https://www.swbh.nhs.uk/mmuh/,"Grove Lane, Bearwood, Sandwell, West Midlands, B66 2QT, United Kingdom",,,0121 507 4427,I3W1A,RXK
fe456102-23a8-4cd5-b6ce-6d5ab078d75a,Midland Metropolitan University Hospital (MMUH),Public hospital or clinical site,United Kingdom,West Midlands,Smethwick,https://www.swbh.nhs.uk/mmuh/,"Midland Metropolitan University Hospital (MMUH), Smethwick, West Midlands, B66 2QT, United Kingdom",,,0121 507 4427,,RXK
cce4fdcd-bf7b-41cc-8903-4c9bd1395dd0,Molecular Imaging Centre,Private hospital or imaging centre,United Kingdom,North Thames,London,https://www.hcahealthcare.co.uk/tests-and-scans/pet-ct-scan-low-dose,"81 Harley Street, London, Greater London, W1G 7LQ, United Kingdom",,,020 3161 3900,,
18d46505-865b-4c3d-898e-1691b797688a,Morriston Hospital Swansea,Public hospital or clinical site,United Kingdom,South Wales,Morriston,,"Morriston Hospital Swansea, Morriston, South Wales, SA6 6NL, United Kingdom",,,01792 702222,,7A3
68408876-931b-4306-bdf2-c5b79a6690b3,Mount Vernon Cancer Centre,Public hospital or clinical site,United Kingdom,North Thames,Northwood,http://www.ulh.nhs.uk,"Rickmansworth Road, Northwood, Greater London, HA6 2RN, United Kingdom",,,01923 826 111,,RWH
c59f6ae5-c7e5-49a9-b94c-e3e044cc55b5,Mount Vernon Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,,"Rickmansworth Road, Northwood, Greater London, HA6 2RN, United Kingdom",,,01923 826 111,,RWH
cbc2dc44-ac46-4459-b7f0-2c6c9ce8b9c9,Musgrove Park Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Taunton,https://www.somersetft.nhs.uk/musgrove-park-hospital/,"Parkfield Drive, Taunton, Somerset, TA1 5DA, United Kingdom",,,01823 342258,RH5A8,RH5
81a12845-581d-4487-b117-1d031bd3c25b,Nevill Hall Hospital Abergavenny,Public hospital or clinical site,United Kingdom,South Wales,Abergavenny,,"Brecon Road, Abergavenny, Monmouthshire, NP7 7EG, United Kingdom",,,01873 733000,,7A6
59c029cd-c466-478c-b4d0-36fcbfc9ecb2,New Cross Hospital,Public hospital or clinical site,United Kingdom,West Midlands,Wolverhampton,https://www.royalwolverhampton.nhs.uk,"Lawrence Avenue, Heath Town, Wolverhampton, West Midlands, WV10 0QP, United Kingdom",,,01902 307999,RL403,RL4
f6c10aaf-0c0a-47fd-b208-0a2def7cdee0,Newham Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,https://www.bartshealth.nhs.uk/newham/,"Glen Road, Plaistow, Greater London, E13 8SL, United Kingdom",,,020 7476 4000,,R1H
40fe310b-015c-4570-ae13-0f3b54a0329c,Ninewells Hospital,Public hospital or clinical site,United Kingdom,Scotland,Dundee,http://www.dundee.ac.uk/medphys/nuclearmedicinephysics/,"Charleston Drive, Myrekirk, Dundee, Dundee City, DD1 9SY, United Kingdom",,,01382 633888,T101H,S08000030
5b40de14-85d4-49e4-9ba4-5c51489323d7,Noble's Hospital,Public hospital or clinical site,United Kingdom,Overseas,Braddan,https://www.gov.im/categories/health-and-wellbeing/hospitals-and-emergency-treatment/nobles-hospital/,"East Drive, Braddan, Isle of Man, IM4 4RJ",,,01624 650100,,MANXCARE
27bf2b55-b8d8-4044-8daf-7576e1c46811,Norfolk & Norwich University Hospital,Public hospital or clinical site,United Kingdom,East of England,South Norfolk,,"Colney Lane, South Norfolk, Norfolk, NR4 7UY, United Kingdom",,,01603 286808,RM102,RM1
df4cdbb6-5445-4aa8-b8a1-66b55f444cf2,Norfolk and Norwich University Hospital,Public hospital or clinical site,United Kingdom,East of England,South Norfolk,,"Colney Lane, South Norfolk, Norfolk, NR4 7UY, United Kingdom",,,01603 286808,RM102,RM1
416743d6-1cc0-47cb-96cd-c4a88534c41c,North Manchester General Hospital,Public hospital or clinical site,United Kingdom,North West,Manchester,https://mft.nhs.uk/north-manchester-general-hospital/,"Central Drive, Blackley, Manchester, Greater Manchester, M8 5RB, United Kingdom",,,0161 624 0420,,R0A
6a1ba72a-6607-4931-aa3a-ee6c1e612c98,North Middlesex University Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,https://www.nnuh.nhs.uk/departments/nuclear-medicine/,"Dickens Lane, Edmonton, Greater London, N18 1QX, United Kingdom",,,0208 887 2673,,RAL
dc0b184a-5281-4ba7-99f4-3472ff1f24cd,Northampton General Hospital,Public hospital or clinical site,United Kingdom,East Midlands,Northampton,https://www.northamptongeneral.nhs.uk/home.aspx,"Cliftonville Road, Phippsville, Northampton, Northamptonshire, NN1 5BD, United Kingdom",,,01604 545449,RP1M4,RNS
530b06c6-2642-486a-9733-ec28ed08d825,Northern General Hospital,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Sheffield,https://www.sth.nhs.uk,"Herries Road, Shirecliffe, Sheffield, South Yorkshire, S5 7AU, United Kingdom",,,0114 2712 779,A4Y3Q,RHQ
2f95a188-81db-40da-a375-bf24acff707b,Northern Ireland Cancer Centre,Public hospital or clinical site,United Kingdom,Northern Ireland,Belfast,https://belfasttrust.hscni.net/services/cancer/treatments/the-northern-ireland-cancer-centre/,"51 Lisburn Road, Belfast, BT9 7AB, United Kingdom",,,028 9032 9241,,BHSCT
07ecdf5e-beea-4dea-a397-c9b9f1229f0b,Northwick Park Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,https://www.lnwh.nhs.uk/northwick-park-hospital,"Watford Road, Greater London, HA1 3UJ, United Kingdom",,,020 8869 3891,R1K01,R1K
2805f4d0-7beb-40b5-b7a4-b87d951ee693,Nottingham City Hospital,Public hospital or clinical site,United Kingdom,East Midlands,Nottingham,https://www.nuh.nhs.uk/nuclear-medicine,"Hucknall Road, Nottingham, Nottinghamshire, NG5 1PB, United Kingdom",,,0115 9691169,,RX1
9a14d41c-7004-418b-af71-d4bc5ca53b02,Osun State University,University,Nigeria,Overseas,Osogbo,https://www.uniosun.edu.ng/,"Oke Baale, Osogbo, Osun State, Nigeria",,,,,
5d37f624-1883-473e-afd2-39f43cf533af,Parkside Hospital,Private hospital or imaging centre,United Kingdom,South Thames,Greater London,http://www.parkside-hospital.co.uk,"53 Parkside, Raynes Park, Greater London, SW19 5NX, United Kingdom",,,020 8971 8000,,
b1ab2cdf-15cb-4ec8-9911-fc2caffd8273,Perceptive Discovery – London Imaging Centre,Private hospital or imaging centre,United Kingdom,North Thames,London,https://www.imanova.co.uk,"Du Cane Road, Shepherd’s Bush, London, Greater London, W12 0NN, United Kingdom",,,020 8008 6124,,
bfcc3f1d-09fb-4f08-abcd-31030173c187,Perth Royal Infirmary,Public hospital or clinical site,United Kingdom,Scotland,Perth,https://www.nhs.tayside.scot.nhs.uk/OurHospitals/PerthRoyalInfirmary,"Taymount Terrace, Viewlands, Perth, Perth and Kinross, PH1 1NX, United Kingdom",,,01738 413043,,S08000030
f244e3e8-3de0-4b74-ac3e-d4b151b166cf,Peterborough City Hospital,Public hospital or clinical site,United Kingdom,East of England,Peterborough,,"Bretton Gate, South Bretton, Peterborough, Cambridgeshire, PE3 9GZ, United Kingdom",,,01733 874420,,RGN
d07d0e2c-a8a0-435c-8c1f-be275a05bc7d,Poole Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Poole,https://www.uhd.nhs.uk/index.php/services/nuclear-medicine,"Longfleet Road, Longfleet, Poole, Dorset, BH15 2JB, United Kingdom",,,03000 192499,,R0D
8aff56ec-015e-4a9f-ad32-4abdab21d4b6,Princess Alexandra Hospital Harlow,Public hospital or clinical site,United Kingdom,East of England,Harlow,,"Rectory Wood, Little Parndon, Harlow, Essex, CM20 1QX, United Kingdom",,,01279 827120,,RQW
3f6bcee1-f5b2-43c4-8ab1-f4745756a13f,Princess of Wales Hospital Bridgend,Public hospital or clinical site,United Kingdom,South Wales,Bridgend,,"Glynbridge Gardens, Litchard, Bridgend, CF31 1RQ, United Kingdom",,,01656 752447,,7A5
62de487e-25db-4099-899b-64f2824fdf09,Princess Royal Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Haywards Heath,https://www.uhsussex.nhs.uk/hospitals/princess-royal-hospital/,"Lewes Road, Haywards Heath, West Sussex, RH16 4EX, United Kingdom",,,01444 441881,,RYR
e125792a-bd34-4b2b-83ad-595001fb08d1,Princess Royal University Hospital,Public hospital or clinical site,United Kingdom,South Thames,Greater London,https://www.kch.nhs.uk/patients-and-visitors/patients/our-hospitals/princess-royal-university-hospital/,"Farnborough Common, Farnborough, Greater London, BR6 8ND, United Kingdom",,,01689 863659,,RJZ
ae4a1735-b727-45fe-b718-556cca0d97d9,Queen Alexandra Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Portsmouth,,"Arran Close, Cosham, Portsmouth, Hampshire, PO6 3LY, United Kingdom",,,023 9228 3276,,RHU
1d65c6c3-18e7-46da-8538-ee1ce2e1caea,Queen Elizabeth Hospital,Public hospital or clinical site,United Kingdom,North East,Gateshead,http://www.uhb.nhs.uk/nuclear-medicine.htm,"Queen Elizabeth Hospital, Gateshead, Tyne and Wear, NE9 6SX, United Kingdom",,,0191 445 2710,RTDAK,RR7
b12d5bf8-a469-46d9-933f-fc948c28170f,Queen Elizabeth Hospital (Woolwich),Public hospital or clinical site,United Kingdom,South Thames,Greater London,https://www.nhsggc.scot/hospitals-services/hospitals/queen-elizabeth-university-hospital/,"Stadium Road, Charlton, Greater London, SE18 4QH, United Kingdom",,,,,RJ2
987ecf99-2f58-4c0d-9f88-ea6d170c60aa,Queen Elizabeth Hospital Birmingham,Public hospital or clinical site,United Kingdom,West Midlands,Birmingham,http://www.porthosp.nhs.uk,"West Gate, Bournbrook, Birmingham, West Midlands, B15 2TH, United Kingdom",,,0121 627 2387,RRK15,RRK
346d7094-4da6-48aa-91af-10e4ac0cf0b4,Queen Elizabeth Hospital Gateshead,Public hospital or clinical site,United Kingdom,North East,Gateshead,http://www.uhb.nhs.uk/nuclear-medicine.htm,"Queen Elizabeth Avenue, Eighton Banks, Gateshead, Tyne and Wear, NE9 6SX, United Kingdom",,,0191 445 2710,,RR7
a666407c-e476-451f-9679-a8e3a1f06128,Queen Elizabeth Hospital King's Lynn,Public hospital or clinical site,United Kingdom,East of England,King's Lynn and West Norfolk,http://www.rmpd.org.uk/find_us/what_we_do_gateshead.htm,"Queen Elizabeth Way, Bawsey, King's Lynn and West Norfolk, Norfolk, PE30 4ET, United Kingdom",,,01553 613613,,RCX
a2203eac-b1c8-4134-970c-943eafea3315,Queen Elizabeth University Hospital,Public hospital or clinical site,United Kingdom,Scotland,Glasgow,https://www.nhsggc.scot/hospitals-services/hospitals/queen-elizabeth-university-hospital/,"Langlands Drive, Shieldhall, Glasgow, Glasgow City, G51 4TF, United Kingdom",,,0141 452 3659,G405H,S08000031
9532bab7-3f99-4a4c-bd1b-780312591dd9,Queen's Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,http://www.bhrhospitals.nhs.uk/gp/servicesb.php?id=73,"Rom Valley Way, Rush Green, Greater London, Essex, RM7 0AG, United Kingdom",,,01708 435208,RQX05,RF4
640961b5-6520-4295-b582-7142dd326850,Queen's Medical Centre,Public hospital or clinical site,United Kingdom,East Midlands,City of Nottingham,https://www.nuh.nhs.uk/nuclear-medicine,"Lister Road, Dunkirk, City of Nottingham, Nottinghamshire, NG7 2UH, United Kingdom",,,0115 9709283,,RX1
7b7b39bf-500c-45a3-9c4d-20651e008d64,Queen's Medical Research Institute,Research or charitable organisation,United Kingdom,Scotland,Edinburgh,https://clinical-sciences.ed.ac.uk/edinburgh-imaging/research/facilities-and-equipment/edinburgh-imaging-facilities/edinburgh-imaging-facility-qmri,"47 Little France Crescent, Edinburgh, City of Edinburgh, EH16 4TJ, United Kingdom",,,0131 242 7776,,
9644277c-34ae-4574-b3a4-4ea2f1f1d032,Queen's University Belfast,University,United Kingdom,Northern Ireland,Belfast,https://www.qub.ac.uk/,"University Road, Belfast, BT7 1NN, United Kingdom",,,,,
5dc9ee93-2306-4070-b1b6-2c12218bf3d7,Raigmore Hospital,Public hospital or clinical site,United Kingdom,Scotland,Inverness,https://www.nuh.nhs.uk/nuclear-medicine,"Beechwood House Road, Raigmore, Inverness, Highland, IV2 3UJ, United Kingdom",,,01463 705232,H202H,S08000022
96678185-0e0f-49e5-8896-29c551192e10,Rotherham Hospital,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Rotherham,http://www.alliancemedical.co.uk/scan-centres/jack-brignall-petct-centre,"Baker Street, Ickles, Rotherham, South Yorkshire, S60 2UD, United Kingdom",,,01709 304572,RFRPA,RFR
dec3c12f-1149-4c2a-ba8f-d578e78360c5,Royal Albert Edward Infirmary Wigan,Public hospital or clinical site,United Kingdom,North West,Wigan,https://www.wwl.nhs.uk/royal-albert-edward-infirmary,"Wigan Lane, Marylebone, Wigan, Greater Manchester, WN1 2NN, United Kingdom",,,01942 822421,,RRF
c6ec8b54-a026-49ef-8797-cbdce4b8c0b5,Royal Alexandra Hospital,Public hospital or clinical site,United Kingdom,Scotland,Paisley,http://www.wwl.nhs.uk/Internet/Home/Hospitals/raei.asp,"Victoria Road, Meikleriggs, Paisley, Renfrewshire, PA2 9PN, United Kingdom",,,0141 887 9111,,S08000031
ea9159ab-7524-4c10-b674-4551f5e39c8b,Royal Belfast Hospital for Sick Children,Public hospital or clinical site,United Kingdom,Northern Ireland,Belfast,https://belfasttrust.hscni.net/hospital/royal-belfast-hospital-for-sick-children/,"Irwell Court, The Village, Belfast, BT12 6BE, United Kingdom",,,,,BHSCT
ba8ef7be-17d0-4200-a2f7-dfd4d273b3d1,Royal Berkshire Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Reading,,"London Road, Newtown, Reading, Berkshire, RG1 5AN, United Kingdom",,,0118 322 7355,,RHW
f9944d3d-823c-411a-bc41-d31d2b75684a,Royal Blackburn Hospital,Public hospital or clinical site,United Kingdom,North West,Blackburn,http://www.royalberkshire.nhs.uk,"Old Bank Lane, Queen's Park, Blackburn, Lancashire, BB2 3HH, United Kingdom",,,01254 735303,,RXR
d532a037-aa98-4d0b-8f05-e36c9bca837a,Royal Bolton Hospital,Public hospital or clinical site,United Kingdom,North West,Bolton,,"Minerva Road, Great Lever, Bolton, Greater Manchester, BL4 0JR, United Kingdom",,,,,RMC
25f7addb-2d57-44f7-ae85-f643fa77131f,Royal Brompton Hospital,Public hospital or clinical site,United Kingdom,South Thames,Greater London,,"Sydney Street, Chelsea, Greater London, SW3 6NP, United Kingdom",,,020 7351 8666,,RJ1
b2831e2c-0dfb-4089-838d-268cef32299f,Royal Cornwall Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Truro,http://www.rbht.nhs.uk/healthprofessionals/clinical-departments/imaging/brompton-nuclear-medicine,"Tresawls Road, Kenwyn, Truro, Cornwall, TR1 3LJ, United Kingdom",,,01872 252330,RH855,REF
70d60ce9-14cb-4f8a-8d76-15d5fbc19142,Royal Derby Hospital,Public hospital or clinical site,United Kingdom,East Midlands,Derby,https://www.uhdb.nhs.uk/,"Uttoxeter Road, Littleover, Derby, Derbyshire, DE22 3NE, United Kingdom",,,01332 788197,RTGFG,RTG
43d50448-ab10-4735-ba7f-10910d9f7469,Royal Devon and Exeter Hospital (Wonford),Public hospital or clinical site,United Kingdom,North Thames,Exeter,https://www.royaldevon.nhs.uk/our-sites/royal-devon-and-exeter-hospital-wonford/,"Barrack Road, Exeter, Devon, EX2 5DW, United Kingdom",,,01392 402124,RH801,RH8
ca985841-fc7a-457c-9a85-ce7eb8d9cc61,Royal Free Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,https://www.nnuh.nhs.uk/departments/nuclear-medicine/,"Pond Street, Belsize Park, Greater London, NW3 2QG, United Kingdom",,,020 7830 2469,RAL01,RAL
d7ae9a91-d9e9-4cad-8ded-b5a341f022ba,Royal Glamorgan Hospital,Public hospital or clinical site,United Kingdom,South Wales,Llantrisant,,"Glan-yr-Ely, Ynysmaerdy, Llantrisant, Rhondda Cynon Taf, CF72 8XR, United Kingdom",,,01442443306,,7A5
72dede8e-3d4d-4b2a-9a98-a29a7c8b3f85,Royal Gwent Hospital,Public hospital or clinical site,United Kingdom,South Wales,Newport,,"Cardiff Road, Stow Hill, Newport, NP20 2UB, United Kingdom",,,01633 234352,,7A6
3f1324d9-e1b7-4936-a8e6-a0157e6356e6,Royal Hospital for Children and Young People,Public hospital or clinical site,United Kingdom,Scotland,City of Edinburgh,https://www.nhslothian.scot/Hospitals/RHCYP/,"50 Little France Crescent, Moredun, City of Edinburgh, EH9 1LF, United Kingdom",,,,,S08000024
795aaf82-8670-4565-a8b1-a55195d3f766,Royal Hospital for Children Glasgow,Public hospital or clinical site,United Kingdom,Scotland,Glasgow,https://www.nhsggc.scot/hospitals-services/hospitals/royal-hospital-for-children/,"Hospital Boulevard, Shieldhall, Glasgow, Glasgow City, G51 4TF, United Kingdom",,,0141 452 4237,,S08000031
998ee353-f67e-4dd3-a457-f80b5f8f75e6,Royal Infirmary of Edinburgh,Public hospital or clinical site,United Kingdom,Scotland,City of Edinburgh,https://services.nhslothian.scot/royalinfirmary/,"51 Little France Crescent, Moredun, City of Edinburgh, EH16 4SA, United Kingdom",,,0131 537 2040,S314H,S08000024
f9aa9734-6006-49dd-8d10-1a19779ce72a,Royal Lancaster Infirmary,Public hospital or clinical site,United Kingdom,North West,Lancaster,https://www.uhmb.nhs.uk/our-hospitals/royal-lancaster-infirmary,"Ashton Road, Greaves, Lancaster, Cumbria, LA1 4RP, United Kingdom",,,01524-583660,,RTX
344d2c03-124e-4b52-9cb1-c0da9a69e594,Royal Liverpool University Hospital,Public hospital or clinical site,United Kingdom,North West,Liverpool,https://www.uhliverpool.nhs.uk/our-hospitals/royal-liverpool-university-hospital,"Mount Vernon Street, Edge Hill, Liverpool, Merseyside, L7 8XP, United Kingdom",,,0151 706 4464,REMRQ,REM
79455630-e4c3-44ec-aa64-454f4b288161,Royal Manchester Children's Hospital,Public hospital or clinical site,United Kingdom,North West,Manchester,https://mft.nhs.uk/mri/services/nuclear-medicine/contact-us/,"Oxford Road, Manchester, Greater Manchester, M13 9WL, United Kingdom",,,0161 271 4103,,R0A
190af422-1acb-40bd-b838-68dc5640093d,Royal National Orthopaedic Hospital,Public hospital or clinical site,United Kingdom,North Thames,Greater London,https://www.rnoh.nhs.uk,"Brockley Hill, Greater London, HA7 4LP, United Kingdom",,,,,RAN
87cc3280-2b42-4579-b57f-c4aa2a49c8db,Royal Papworth Hospital,Public hospital or clinical site,United Kingdom,East of England,Cambridge,,"Papworth Road, Trumpington, Cambridge, Cambridgeshire, CB2 0AY, United Kingdom",,,01223 638580,,RGM
b1437051-564b-4237-94cc-aedc2ac4354d,Royal Preston Hospital,Public hospital or clinical site,United Kingdom,North West,Preston,https://www.lancsteachinghospitals.nhs.uk/royal-preston-hospital,"Sharoe Green Lane, Ingol, Preston, Lancashire, PR2 9HT, United Kingdom",,,01772 522381,RXN02,RXN
8fb9cefa-13c6-4633-84cf-54c1ba3fa8b5,Royal Shrewsbury Hospital,Public hospital or clinical site,United Kingdom,North Thames,Shrewsbury,https://www.sath.nhs.uk/wards-services/az-services/nuclear-medicine/,"Mytton Oak Road, Shelton, Shrewsbury, Shropshire, SY3 8XQ, United Kingdom",,,01743 261 000,RXWAS,RXW
54b0a9cc-4484-454e-9090-3c0f364cfc55,Royal Stoke Hospital,Public hospital or clinical site,United Kingdom,West Midlands,Stoke-on-Trent,http://www.sath.nhs.uk,"Newcastle Road, Stoke-on-Trent, Staffordshire, ST4 6QG, United Kingdom",,,01782 675912,,RJE
e7f4f792-48da-4d7b-8918-526e7227f450,Royal Surrey County Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Guildford,,"Egerton Road, Park Barn, Guildford, Surrey, GU2 7XX, United Kingdom",,,01483 406701,,RA2
8c6b7161-ea4b-4e29-8438-99fa7f362a8f,Royal Sussex County Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Brighton,https://www.uhsussex.nhs.uk/hospitals/royal-sussex-county-hospital/,"Eastern Road, Kemptown, Brighton, East Sussex, BN2 5BE, United Kingdom",,,01273 696955,E0A3H,RYR
e6840819-4d9f-41c8-b2e4-189de51f8e68,Royal United Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Bath,http://www.bsuh.nhs.uk,"Royal United Hospital, Bath, Somerset, BA1 3NG, United Kingdom",,,01225 428331,RD1RN,RD1
52d1c8db-95ef-44a2-b499-fe0532e48de5,Royal United Hospital Bath,Public hospital or clinical site,United Kingdom,South East & Wessex,Bath,https://www.ruh.nhs.uk/,"Combe Park, Bath, Somerset, BA1 3NG, United Kingdom",,,,,RD1
84a86e0f-e6b3-4303-adb9-aa3418383677,Royal Victoria Hospital,Public hospital or clinical site,United Kingdom,Northern Ireland,Belfast City District,https://belfasttrust.hscni.net/hospital/royal-victoria-hospital/,"274 Grosvenor Road, Lower Falls, Belfast City District, Belfast, BT12 6BA, United Kingdom",,,02890 633530,,BHSCT
195f3e64-8e3b-4621-b4be-45a6e45a0e11,Russells Hall Hospital,Public hospital or clinical site,United Kingdom,West Midlands,Dudley,https://www.dgft.nhs.uk,"Elgar Crescent, Cooper's Bank, Dudley, West Midlands, DY1 2HQ, United Kingdom",,,01384 456111,,RNA
04422e5c-095d-4b3b-b025-6c38261d87d5,Salford Royal Hospital,Public hospital or clinical site,United Kingdom,North West,Salford,https://www.northerncarealliance.nhs.uk/patient-information/getting-here/salford-royal,"Stott Lane, Little Bolton, Salford, Greater Manchester, M6 8HD, United Kingdom",,,0161 206 4861,RMC10,RM3
7e6a074c-33c2-44bb-b923-ed337d45d798,Salisbury District Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Salisbury,http://www.salisbury.nhs.uk/Pages/home.aspx,"Odstock Road, Britford, Salisbury, Wiltshire, SP2 8BJ, United Kingdom",,,01722 336262,,RNZ
c76225a5-ec2c-438e-8779-3e67a202f426,Scarborough General Hospital,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Scarborough,https://www.yorkhospitals.nhs.uk/our-locations/scarborough-hospital/,"Scarborough General Hospital, Scarborough, North Yorkshire, YO12 6QL, United Kingdom",,,01723 342073,,RCB
17b1300a-e17a-41a7-bd87-c9b53deedb32,Scarborough Hospital,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Scarborough,https://www.yorkhospitals.nhs.uk/our-locations/scarborough-hospital/,"Woodlands Drive, Sandybed, Scarborough, North Yorkshire, YO12 6QL, United Kingdom",,,01723 342073,RCD65,RCB
11b4eef3-43f1-4724-94cb-b7baeb27bbcf,Sheffield Children's Hospital,Public hospital or clinical site,United Kingdom,Yorkshire and the Humber,Sheffield,https://www.sth.nhs.uk,"Western Bank, Netherthorpe, Sheffield, South Yorkshire, S10 2TH, United Kingdom",,,0114 271 7438,,RCU
0ed5d4bc-4309-4dd5-95d7-a3c9d300166f,Simbec-Orion Clinical Pharmacology Unit,Public hospital or clinical site,United Kingdom,South Wales,Merthyr Tydfil,https://www.simbecorion.com/services/scintigraphy/?utm_source=chatgpt.com,"Merthyr Tydfil Industrial Park, Pentrebach, Merthyr Tydfil, CF48 4DR, United Kingdom",,,01443 690977,,
0f36d22f-5494-49c2-8c8f-b4954dd08d7f,Simon Langton Girls' Grammar School,Education or training provider,United Kingdom,South East & Wessex,Canterbury,https://www.langton.kent.sch.uk/,"Old Dover Road, Canterbury, Kent, CT1 3EW, United Kingdom",,,,,
038f1d14-5b6b-4268-930f-00fa9aa10259,Sindh Institute of Urology and Transplantation (SIUT),Research or charitable organisation,Pakistan,Overseas,Karachi,https://siut.org/,"Civil Hospital Karachi, Chand Bibi Road, Karachi, 74200, Pakistan",,,,,
802c59c2-6d44-4ee2-a22b-39045ae2c7f4,Singleton Hospital,Public hospital or clinical site,United Kingdom,South Wales,Swansea,https://swansea-nuclear-medicine.uk/,"Sketty Lane, Singleton, Swansea, SA2 8QA, United Kingdom",,,01792 285295,,7A3
e3606f21-9bc2-44aa-b7b5-6de7c427a859,South Tyneside District Hospital,Public hospital or clinical site,United Kingdom,North East,South Tyneside,https://www.southtees.nhs.uk/services/medical-physics/nuclear-medicine/,"Harton Lane, West Harton, South Tyneside, Tyne and Wear, NE34 0PL, United Kingdom",,,0191 404 1082,R0B0Q,R0B
26fde922-6cef-42d9-99ee-a0fdc29d72a1,Southampton General Hospital,Public hospital or clinical site,United Kingdom,South East & Wessex,Southampton,https://www.uhs.nhs.uk/for-visitors/southampton-general-hospital,"Tremona Road, Shirley Warren, Southampton, Hampshire, SO16 6YD, United Kingdom",,,02381 206210,RHM01,RHM
